"V1"	"V2"	"V3"	"V6"
"116811"	742083	216631	5	"2001/07/13"
"268188"	795914	295491	5	"2001/06/12"
"278020"	801203	456031	5	"2001/03/23"
"44850"	728303	523575	5	"2001/06/21"
"3638"	235245188	551841	5	"2001/03/29"
"54496"	1155174020	225480	5	"2001/02/09"
"159426"	3797716612	291876	5	"2001/06/20"
"164279"	754848	380658	5	"2001/06/20"
"50518"	1070501508	210870	3	"2001/02/07"
"104879"	2199948932	1509330820	5	"2001/09/12"
"248718"	786103	256565	5	"2001/04/01"
"227507"	776164	294612	5	"2002/07/31"
"267421"	795504	418616	4	"2002/02/15"
"161609"	753275	202911	3	"2001/06/20"
"155166"	3626339972	204278	3	"2001/11/28"
"128058"	2756611716	233854	5	"2001/02/11"
"198946"	766598	372535	5	"2001/10/06"
"196371"	765878	502205	4	"2001/10/20"
"194935"	4046950020	2908786564	5	"2001/10/20"
"173984"	3937832580	462625	4	"2002/04/10"
"16491"	721893	223559	4	"2001/03/15"
"164390"	754946	210284	5	"2001/06/20"
"220462"	773120	328644	5	"2001/04/23"
"184038"	762078	285907	5	"2001/09/28"
"240781"	781991	486447	4	"2001/02/04"
"94456"	737664	497285	5	"2001/02/17"
"261836"	792477	306566	5	"2001/06/21"
"45006"	935562884	506137	4	"2001/06/21"
"288824"	807510	210284	5	"2001/08/21"
"189836"	763906	204441	5	"2001/08/04"
"19594"	477924996	255170	5	"2001/03/27"
"203096"	767634	279544	5	"2002/02/14"
"227903"	776281	209674	5	"2002/07/31"
"170278"	3919941252	502205	5	"2001/09/07"
"154169"	3573386884	458367	3	"2001/11/28"
"97751"	1994886788	262760	5	"2001/01/18"
"192159"	4043935364	262919	5	"2003/01/03"
"41527"	727577	416547	5	"2003/06/14"
"127430"	2724040324	210284	5	"2001/05/13"
"61285"	729178	534929	5	"2001/08/16"
"9278"	720899	281252	4	"2001/04/10"
"80482"	734140	263022	5	"2001/09/28"
"63922"	730234	260251	5	"2001/09/06"
"188136"	763454	270206	5	"2001/08/04"
"28043"	724569	242264	5	"2001/11/29"
"52268"	1100779140	242489	5	"2001/01/23"
"11511"	323128964	296904	5	"2001/04/10"
"65056"	730672	243081	4	"2001/09/06"
"79588"	733778	242264	5	"2001/06/10"
"175879"	757795	210284	5	"2001/03/16"
"267788"	795685	544188	4	"2001/06/12"
"240987"	782001	433727	4	"2001/02/04"
"149198"	750363	243427	5	"2001/03/07"
"71894"	1408798340	506137	5	"2001/08/23"
"262740"	792926	350765	5	"2001/06/21"
"217348"	771996	253649	5	"2001/03/09"
"41595"	727595	293976	5	"2003/06/14"
"299001"	812324	313448	5	"2001/03/08"
"33678"	763203204	204441	5	"2001/05/11"
"148119"	3340144260	243427	4	"2001/03/07"
"18762"	450924164	240308	3	"2001/05/18"
"236866"	779835	270545	5	"2001/02/04"
"290191"	808274	295415	5	"2001/01/22"
"1388"	179474052	359564	5	"2001/03/29"
"59570"	728646	568652	5	"2002/02/16"
"235874"	779260	432043	4	"2001/01/31"
"289613"	807929	204441	4	"2001/01/22"
"13833"	721176	200903	4	"2001/03/15"
"90943"	735558	282870	2	"2001/01/26"
"150344"	751939	262195	5	"2001/03/07"
"252307"	787742	334441	3	"2001/01/31"
"65313"	730811	264690	5	"2001/09/06"
"79332"	733670	570943	5	"2001/02/06"
"5000"	268340868	402326	3	"2001/03/29"
"8954"	720793	234885	5	"2001/04/10"
"281323"	803654	539318	5	"2003/05/10"
"179107"	4030500484	539067	5	"2003/06/02"
"109677"	2398064260	295491	5	"2001/04/20"
"258274"	790483	304270	5	"2001/08/05"
"170814"	3928329860	262919	5	"2001/09/07"
"60217"	728853	222557	5	"2002/02/16"
"163960"	754641	232638	2	"2001/06/20"
"182685"	761628	558944	5	"2002/02/18"
"68950"	1307414148	286861	5	"2001/09/06"
"191347"	764304	280831	4	"2001/04/27"
"78342"	732994	719308	5	"2001/03/23"
"211487"	770122	200500	5	"2001/02/23"
"34667"	785944196	205491	5	"2001/05/11"
"75443"	1510903428	295491	5	"2002/03/10"
"48816"	1031114372	238050	4	"2001/03/19"
"186355"	762666	306614	5	"2001/09/28"
"290882"	808585	207186	5	"2001/01/22"
"203557"	767730	468091	5	"2002/02/14"
"189006"	763630	301797	5	"2001/08/04"
"116577"	741910	398938	4	"2001/07/13"
"225562"	775509	307547	4	"2001/02/07"
"144472"	749558	225095	4	"2002/05/11"
"86811"	1757187716	462625	4	"2001/07/31"
"259743"	791340	351641	5	"2001/08/05"
"169789"	3899690628	293732	4	"2001/09/07"
"106037"	2234355332	256565	5	"2001/09/12"
"12729"	348688004	2424213380	4	"2001/03/15"
"276702"	800172	202559	5	"2001/11/15"
"23647"	528715396	549256	5	"2001/09/18"
"219636"	772803	396144	5	"2001/03/09"
"165940"	755702	342046	5	"2001/06/20"
"281124"	803434	289512	5	"2003/05/10"
"263457"	793288	356483	5	"2001/06/21"
"65826"	730855	315530	5	"2001/09/06"
"187184"	763034	323727	5	"2001/08/04"
"4835"	265719428	276792	5	"2001/03/29"
"109187"	2379845252	502205	5	"2001/04/20"
"1698"	184389252	286861	5	"2001/03/29"
"26278"	621252228	275276	5	"2001/11/29"
"42409"	872648324	200858	5	"2001/04/14"
"39375"	726814	223559	5	"2003/05/15"
"3241"	225414788	300046	5	"2001/03/29"
"224424"	774838	309274	5	"2001/02/07"
"51725"	1092652676	241261	5	"2001/01/19"
"255717"	789279	348766	5	"2001/08/05"
"73367"	1458998916	492102	5	"2001/10/15"
"132786"	746617	208370	5	"2001/04/19"
"270616"	797310	342024	5	"2001/09/28"
"163627"	754435	216482	5	"2001/06/20"
"226581"	775933	408225	5	"2002/07/31"
"176538"	758102	312524	5	"2001/03/16"
"109048"	2372243076	1995804548	5	"2001/04/20"
"222027"	773749	305878	4	"2001/10/30"
"112135"	738993	519669	5	"2001/04/20"
"68489"	1293323908	255170	5	"2001/09/06"
"243199"	782887	556185	5	"2001/02/04"
"160959"	752947	212893	3	"2001/06/20"
"74258"	1490128516	439383	5	"2001/09/28"
"101513"	2109640324	209674	3	"2001/08/30"
"256238"	789527	247162	4	"2001/08/05"
"245858"	784665	204418	5	"2001/04/17"
"110332"	737926	223559	5	"2001/04/20"
"226279"	775790	323881	4	"2002/07/31"
"186834"	762866	321853	3	"2001/09/28"
"1498"	179474052	291706	4	"2001/03/29"
"76959"	732244	257170	5	"2001/03/23"
"154900"	3602353796	296904	5	"2001/11/28"
"137162"	3076034180	448540	5	"2001/03/28"
"248431"	785844	497285	4	"2001/04/01"
"129230"	2816773764	368725	5	"2002/03/10"
"98991"	2039123588	204945	5	"2001/01/18"
"189269"	763779	201915	5	"2001/08/04"
"146168"	750344	252936	5	"2001/08/20"
"32651"	726069	409982	5	"2001/08/23"
"42977"	884313732	286633	3	"2001/04/04"
"55381"	1172147844	247192	5	"2001/02/09"
"180966"	760787	704178	5	"2003/06/02"
"144744"	749636	505385	5	"2002/05/11"
"150550"	752027	294260	5	"2001/03/07"
"111111"	738346	310601	5	"2001/04/20"
"229328"	776948	232795	5	"2001/01/31"
"49886"	1056411268	276940	5	"2001/02/07"
"98950"	2033225348	437448	4	"2001/01/18"
"55616"	1184992900	269924	5	"2001/02/09"
"55514"	1176538756	332261	5	"2001/02/09"
"9774"	291868292	270717	5	"2001/04/10"
"35639"	814321284	291706	4	"2001/05/11"
"77685"	732616	526523	5	"2001/03/23"
"105639"	2216791684	317816	5	"2001/09/12"
"139186"	3142946436	233068	5	"2001/01/18"
"96680"	1950781060	326082	5	"2001/01/18"
"116867"	742132	536099	5	"2001/07/13"
"274324"	799231	245500	5	"2001/11/15"
"81833"	1586531972	241261	5	"2001/09/28"
"159332"	3791621764	332261	5	"2001/06/20"
"121876"	2578747012	504406	4	"2001/05/08"
"146689"	3255930500	200338	4	"2001/08/20"
"243475"	783060	360018	5	"2001/02/04"
"233185"	778407	217293	5	"2001/01/31"
"287159"	806853	370747	4	"2001/08/21"
"297663"	811668	259549	4	"2001/03/08"
"292785"	809224	540583	5	"2001/01/22"
"278707"	801700	385423	4	"2001/03/23"
"245679"	784553	231460	5	"2001/04/17"
"139162"	3142094468	310601	5	"2001/01/18"
"74563"	1494978180	480385	5	"2001/09/28"
"35361"	799510148	370720	5	"2001/05/11"
"115644"	741206	455577	5	"2001/07/13"
"278423"	4105604740	216899	5	"2001/03/23"
"83470"	1635815044	204204	5	"2001/10/30"
"92529"	736487	552795	5	"2001/01/26"
"217184"	771973	235147	4	"2001/03/09"
"288002"	807268	394148	5	"2001/08/21"
"143310"	749123	256565	5	"2001/08/22"
"137608"	3086913156	242040	3	"2001/03/28"
"71775"	1404538500	256303	5	"2001/03/29"
"156577"	3683880580	301949	4	"2001/09/06"
"30529"	701402756	273717	5	"2001/08/23"
"275779"	799728	3135213444	5	"2001/11/15"
"59894"	728746	457781	5	"2002/02/16"
"144305"	749536	204418	5	"2002/05/11"
"260147"	791620	528352	5	"2001/08/05"
"33685"	763203204	241261	5	"2001/05/11"
"19228"	465735300	205464	5	"2001/05/18"
"91182"	735808	239232	3	"2001/01/26"
"193050"	764860	413619	5	"2003/01/03"
"173503"	757070	235377	5	"2002/04/10"
"87426"	1784843908	361404	4	"2001/07/31"
"257976"	790307	261632	4	"2001/08/05"
"113955"	740178	334400	4	"2001/07/13"
"195089"	765577	332713	4	"2001/10/20"
"276406"	800011	442980	5	"2001/11/15"
"109703"	2398588548	560346	5	"2001/04/20"
"177348"	758365	294947	5	"2002/06/29"
"230288"	777265	547658	5	"2001/01/31"
"101084"	2102955652	223418	5	"2001/10/28"
"200170"	766889	207041	3	"2001/10/29"
"86402"	1736609412	301080	5	"2001/04/18"
"224001"	774604	233054	5	"2001/02/07"
"138016"	3106639492	204418	4	"2001/01/18"
"113158"	739529	616094	5	"2001/03/07"
"26730"	631606916	224762	5	"2001/11/29"
"100319"	2071826052	243284	5	"2001/01/18"
"41191"	727525	301396	5	"2003/05/15"
"57194"	1227001476	231243	5	"2001/03/16"
"293308"	809416	719406	4	"2001/01/22"
"68536"	1294241412	540701	5	"2001/09/06"
"117427"	742382	281943	5	"2001/07/13"
"26674"	629051012	310409	5	"2001/11/29"
"78793"	733159	415509	5	"2001/03/23"
"119954"	2471333508	356519	5	"2001/05/08"
"167863"	3853553284	385423	4	"2001/09/07"
"273824"	799015	433727	4	"2001/11/15"
"13888"	721229	280831	5	"2001/03/15"
"124814"	744289	351524	3	"2001/05/13"
"239273"	781043	234388	2	"2001/02/04"
"143707"	749363	289842	5	"2002/05/11"
"286463"	806516	353636	5	"2001/10/30"
"100000"	2064289412	259745	5	"2001/01/18"
"276530"	800064	415506	5	"2001/11/15"
"71856"	1408798340	349324	5	"2001/03/29"
"202920"	767575	319798	5	"2002/02/14"
"10013"	294751876	208103	5	"2001/04/10"
"127158"	2715782788	205464	4	"2001/05/13"
"19970"	491228804	260558	5	"2001/05/22"
"196883"	766020	200338	5	"2001/10/20"
"68925"	1302367876	483860	4	"2001/09/06"
"213442"	770764	266842	5	"2001/08/22"
"169463"	3892022916	1160941444	5	"2001/09/07"
"47930"	1008766596	238050	5	"2001/03/19"
"297621"	4135554692	243427	5	"2001/03/08"
"187691"	763147	496579	5	"2001/08/04"
"131694"	2936508036	206437	5	"2002/03/10"
"126101"	745290	245769	3	"2001/05/13"
"130486"	2883292804	1623232388	5	"2002/03/10"
"172716"	756829	350170	5	"2001/07/18"
"35432"	802852484	210284	5	"2001/05/11"
"78410"	732994	210412	5	"2001/03/23"
"38640"	726547	385423	5	"2003/05/15"
"58755"	1259114116	323666	5	"2001/02/21"
"147599"	3314388612	292852	5	"2001/10/30"
"136113"	3040251524	225095	4	"2001/06/06"
"164224"	754843	486623	5	"2001/06/20"
"26695"	630099588	210284	4	"2001/11/29"
"265062"	794284	252302	4	"2001/06/21"
"247838"	785405	206437	5	"2001/04/01"
"84150"	1648332420	250954	5	"2001/10/30"
"83384"	1633848964	222351	5	"2001/10/30"
"51362"	1087868548	365394	4	"2001/02/07"
"171517"	756216	293179	5	"2001/09/07"
"216850"	771926	372535	5	"2001/03/09"
"153897"	3566177924	266240	5	"2001/03/29"
"43934"	930909828	294049	5	"2001/06/21"
"70194"	1357024900	205464	3	"2001/03/27"
"230408"	777317	369472	5	"2001/01/31"
"242362"	782596	210789	5	"2001/02/04"
"257672"	790112	319798	5	"2001/08/05"
"211900"	770259	335034	3	"2001/02/23"
"231279"	777581	448700	4	"2001/01/31"
"91857"	736226	282870	5	"2001/01/26"
"75408"	1508478596	338291	4	"2002/03/10"
"51961"	1096584836	342702	3	"2001/03/14"
"266015"	4095315588	269964	3	"2001/06/21"
"70132"	1353617028	205491	5	"2001/03/27"
"147866"	3321794180	309534	4	"2001/04/16"
"104234"	2182975108	241578	5	"2002/12/24"
"28564"	724974	306566	5	"2002/07/13"
"36397"	827166340	246739	5	"2001/06/13"
"8419"	720589	290625	5	"2001/08/20"
"108655"	2345373316	239232	5	"2001/04/20"
"195870"	765804	338362	5	"2001/10/20"
"140813"	3178008196	234901	5	"2001/04/10"
"86424"	1738837636	210284	4	"2001/04/18"
"220369"	773050	262760	5	"2001/03/09"
"114639"	740619	378055	5	"2001/07/13"
"233247"	778432	298184	5	"2001/01/31"
"170097"	3908472452	200903	5	"2001/09/07"
"198892"	766587	261157	5	"2001/10/06"
"118544"	742882	207186	5	"2001/07/13"
"66652"	731090	232075	5	"2001/09/06"
"76852"	1560710788	200595	5	"2001/03/23"
"142006"	3221327492	253291	5	"2001/04/10"
"112801"	739298	200762	5	"2001/03/07"
"136414"	3050212996	210284	5	"2001/03/13"
"139387"	3143470724	259745	4	"2001/04/10"
"155917"	3669134980	302253	3	"2001/04/20"
"43684"	926649988	223559	5	"2001/06/21"
"221050"	773355	313188	5	"2001/04/23"
"24224"	557420164	205541	2	"2001/09/18"
"232464"	778050	439733	5	"2001/01/31"
"65679"	730852	477551	5	"2001/09/06"
"151146"	3445132932	262868	5	"2001/08/28"
"5924"	719637	205541	5	"2001/10/27"
"164683"	755108	210284	5	"2001/06/20"
"142127"	748718	458367	5	"2001/04/10"
"173652"	757079	290844	5	"2002/04/10"
"232451"	778050	380924	5	"2001/01/31"
"147552"	3311439492	350626	5	"2001/10/30"
"5666"	278761092	447185	5	"2001/10/27"
"6213"	719658	468283	5	"2001/10/27"
"204992"	768036	301080	5	"2002/02/14"
"37747"	726260	399055	5	"2003/04/28"
"179371"	759836	501596	5	"2003/06/02"
"215378"	771453	390070	5	"2001/03/09"
"132672"	746608	243427	4	"2001/04/19"
"156332"	3680079492	268735	5	"2001/09/06"
"188072"	763402	552160	5	"2001/08/04"
"280823"	803286	3226832772	5	"2003/05/10"
"55077"	1166511748	394629	5	"2001/02/09"
"47000"	987270788	312825	5	"2001/03/19"
"292645"	809170	461489	4	"2001/01/22"
"277417"	800875	248520	4	"2001/03/23"
"300236"	812787	276254	5	"2001/03/08"
"100815"	2091093636	398860	4	"2001/10/28"
"257680"	790124	443503	3	"2001/08/05"
"118151"	742689	243659	5	"2001/07/13"
"31582"	725429	349482	5	"2001/08/23"
"232257"	777961	292019	5	"2001/01/31"
"110301"	737926	224409	5	"2001/04/20"
"70439"	1366462084	461876	4	"2001/03/27"
"78580"	733094	201975	5	"2001/03/23"
"155811"	3663957636	329764	3	"2001/04/20"
"88662"	1841401476	294288	4	"2001/07/31"
"103911"	2164100740	302329	5	"2002/12/24"
"140561"	3171192452	335034	5	"2001/04/10"
"89551"	1880329860	206437	4	"2001/01/21"
"55584"	1183813252	210870	5	"2001/02/09"
"165179"	755313	241496	5	"2001/06/20"
"196066"	765826	394804	5	"2001/10/20"
"123595"	2689502852	221034	5	"2001/05/13"
"299283"	4138438276	552070	4	"2001/03/08"
"168289"	3861483140	1640730500	5	"2001/09/07"
"149050"	3416690308	261449	5	"2001/03/07"
"209244"	769189	273948	5	"2001/02/23"
"108537"	2334690948	368762	5	"2001/09/12"
"141056"	3189542532	345527	5	"2001/04/10"
"96111"	1931841156	298974	4	"2001/02/17"
"248865"	786192	560299	5	"2001/04/01"
"6617"	719791	405871	5	"2002/02/17"
"108965"	2369556100	210284	5	"2001/04/20"
"67823"	731645	479551	5	"2001/09/06"
"229938"	777191	457810	5	"2001/01/31"
"127829"	2746257028	293121	5	"2001/02/11"
"298532"	4137782916	3184168836	5	"2001/03/08"
"233870"	778670	298184	5	"2001/01/31"
"253475"	788211	293732	5	"2001/01/31"
"29965"	689802884	201975	5	"2001/08/23"
"161357"	753072	533229	5	"2001/06/20"
"127173"	2716307076	203772	5	"2001/05/13"
"163802"	754629	287856	5	"2001/06/20"
"262406"	792690	265981	5	"2001/06/21"
"289270"	4127166084	344467	5	"2001/08/21"
"191452"	764312	323496	5	"2001/06/21"
"47187"	997756548	269964	4	"2001/03/19"
"155123"	3621490308	368762	5	"2001/11/28"
"300798"	813039	524523	4	"2001/08/07"
"284247"	805516	309973	5	"2002/09/15"
"250450"	786891	233068	5	"2001/04/01"
"15312"	721726	513158	5	"2001/03/15"
"135479"	3032845956	333720	5	"2001/06/06"
"185633"	762470	206437	5	"2001/09/28"
"21042"	722172	402326	5	"2001/05/22"
"129486"	2820902532	336990	5	"2002/03/10"
"63814"	730190	217533	5	"2001/09/06"
"272684"	798568	291535	5	"2001/09/28"
"223314"	774291	427991	5	"2001/02/07"
"58910"	1261932164	415509	5	"2001/02/21"
"76771"	1559924356	282870	5	"2001/03/23"
"46076"	965381764	270206	5	"2002/01/05"
"174445"	3958148740	244271	3	"2002/04/10"
"283057"	805138	325966	5	"2001/02/06"
"207424"	768702	2715848580	4	"2002/02/14"
"175671"	757711	342772	5	"2001/03/16"
"126857"	745858	202911	3	"2001/05/13"
"242772"	782771	294049	5	"2001/02/04"
"100157"	2068024964	250364	4	"2001/01/18"
"25920"	724437	326337	5	"2001/06/29"
"168237"	3860696708	511280	5	"2001/09/07"
"48406"	1020628612	1532923780	5	"2001/03/19"
"243708"	783157	239699	5	"2001/02/04"
"273450"	798946	337542	5	"2001/11/15"
"205818"	768279	292019	5	"2002/02/14"
"220961"	773347	410386	5	"2001/04/23"
"217766"	772056	202525	5	"2001/03/09"
"113938"	740157	202911	2	"2001/07/13"
"227084"	776051	426066	5	"2002/07/31"
"240936"	782001	328684	5	"2001/02/04"
"299870"	4139552388	3238629252	3	"2001/03/08"
"99773"	2057342596	233481	5	"2001/01/18"
"209534"	769266	210284	5	"2001/02/23"
"90246"	735069	210284	5	"2001/06/16"
"17678"	413699716	249990	4	"2001/05/18"
"42902"	878808708	210412	4	"2001/04/04"
"19318"	471568004	210284	5	"2001/05/18"
"62373"	729682	551841	5	"2001/08/16"
"138688"	3133443716	526497	5	"2001/01/18"
"282326"	804510	698013	5	"2001/02/06"
"5779"	278761092	399055	5	"2001/10/27"
"198546"	766499	247734	5	"2001/10/06"
"239254"	780992	247162	4	"2001/02/04"
"278485"	801463	486623	5	"2001/03/23"
"16721"	722045	290046	5	"2001/03/15"
"33017"	726183	266633	5	"2001/08/23"
"279144"	802074	3131805572	3	"2001/03/23"
"133837"	747361	591938	5	"2001/04/19"
"34080"	774540932	210284	2	"2001/05/11"
"165225"	755318	235766	5	"2001/06/20"
"90289"	735090	319000	4	"2001/06/16"
"298145"	4136734340	3188297604	5	"2001/03/08"
"23754"	532057732	205491	4	"2001/09/18"
"132418"	746188	250895	5	"2001/04/19"
"284017"	805457	209674	5	"2002/09/15"
"146717"	3261173380	242266	4	"2001/08/20"
"132393"	746166	207186	5	"2001/04/19"
"27973"	668569220	289842	5	"2001/11/29"
"149243"	750435	321708	4	"2001/03/07"
"173288"	757041	485165	5	"2002/04/10"
"102532"	2129301124	650111	2	"2001/08/30"
"189729"	763864	446576	5	"2001/08/04"
"16312"	721765	265056	5	"2001/03/15"
"192791"	764711	315657	5	"2003/01/03"
"55826"	1191677572	200338	5	"2001/02/09"
"104071"	2173341316	372171	5	"2002/12/24"
"12548"	344428164	496579	2	"2001/03/15"
"246588"	785058	292702	5	"2001/04/17"
"99814"	2058129028	393634	5	"2001/01/18"
"292046"	808993	427912	5	"2001/01/22"
"144316"	749536	222557	4	"2002/05/11"
"234484"	778934	240705	2	"2001/01/31"
"137305"	3080883844	562458	5	"2001/03/28"
"153366"	3541601924	293732	5	"2001/03/29"
"211126"	769929	247388	5	"2001/02/23"
"165137"	755290	215880	4	"2001/06/20"
"13770"	721172	405871	5	"2001/03/15"
"271678"	797984	391521	5	"2001/09/28"
"161530"	753134	342046	5	"2001/06/20"
"161409"	753072	210412	5	"2001/06/20"
"5169"	271093380	241496	5	"2001/03/29"
"194779"	765478	556880	4	"2001/04/17"
"190940"	764230	221652	5	"2001/08/04"
"228489"	776506	468283	5	"2001/01/31"
"113003"	739410	249040	5	"2001/03/07"
"256177"	789509	344011	5	"2001/08/05"
"119162"	743234	249990	5	"2001/07/13"
"103600"	2155122308	241261	5	"2001/08/30"
"116709"	742031	276559	5	"2001/07/13"
"159044"	3780284036	317816	5	"2001/11/15"
"267316"	795438	486136	4	"2002/02/15"
"213715"	770844	222557	5	"2001/03/09"
"105217"	2208796292	204358	5	"2001/09/12"
"250376"	786858	312000	5	"2001/04/01"
"231941"	777849	386075	4	"2001/01/31"
"70858"	1375702660	441052	5	"2001/03/29"
"71038"	1381535364	550413	5	"2001/03/29"
"155789"	3661663876	290804	5	"2001/04/20"
"216738"	771917	306614	5	"2001/03/09"
"119445"	2439614084	1440976772	4	"2001/07/13"
"26240"	617844356	293121	5	"2001/11/29"
"144941"	749808	315409	5	"2001/06/23"
"145633"	750102	337542	4	"2001/08/20"
"240841"	782001	432060	5	"2001/02/04"
"110444"	737965	200118	5	"2001/04/20"
"181473"	761030	700005	5	"2003/06/02"
"23656"	528715396	437448	4	"2001/09/18"
"231168"	777559	573408	5	"2001/01/31"
"294440"	809928	319000	3	"2001/01/22"
"222332"	773916	206843	5	"2001/10/30"
"287812"	807175	366978	4	"2001/08/21"
"45747"	956993156	499932	5	"2001/03/29"
"45422"	953716356	201975	5	"2001/03/03"
"98572"	2022018692	266873	5	"2001/01/18"
"192376"	764590	200338	5	"2003/01/03"
"82103"	1600228996	205464	3	"2001/09/28"
"77296"	732353	558451	5	"2001/03/23"
"95287"	737860	257170	5	"2001/02/17"
"271759"	797997	372278	5	"2001/09/28"
"24966"	724042	241261	5	"2002/01/13"
"101245"	2104200836	351140	4	"2001/01/24"
"78752"	733120	261524	5	"2001/03/23"
"238938"	780968	233054	5	"2001/02/04"
"125109"	744523	365973	5	"2001/05/13"
"86647"	1746898564	211513	5	"2001/07/31"
"206333"	768413	471904	5	"2002/02/14"
"264370"	793830	268006	5	"2001/06/21"
"247159"	785117	242848	3	"2001/04/01"
"32786"	726155	322397	5	"2001/08/23"
"2814"	211127940	210284	4	"2001/03/29"
"18144"	429559428	204506	5	"2001/05/18"
"44625"	728171	284839	2	"2001/06/21"
"120894"	2521796228	210284	5	"2001/05/08"
"12198"	336563844	322397	4	"2001/03/15"
"157660"	3724906116	448594	4	"2001/11/15"
"153412"	3544944260	662783	5	"2001/03/29"
"221689"	773640	256565	4	"2001/10/30"
"194173"	765321	247034	4	"2003/01/03"
"57268"	1230605956	281484	5	"2001/02/09"
"23989"	543067780	204441	4	"2001/09/18"
"163137"	754253	268021	4	"2001/06/20"
"27106"	638488196	294260	5	"2001/11/29"
"90635"	1882230404	475115	2	"2001/06/16"
"177685"	4009922180	225095	4	"2003/06/02"
"238708"	780848	324062	5	"2001/02/04"
"215079"	771359	327960	5	"2001/03/09"
"157336"	3706949252	294260	4	"2001/11/15"
"64239"	730366	240913	4	"2001/09/06"
"288270"	807348	303318	5	"2001/08/21"
"290880"	808585	293732	5	"2001/01/22"
"139241"	3143339652	1604161412	5	"2001/01/18"
"260268"	791692	298184	5	"2001/08/05"
"42753"	727824	257170	5	"2001/04/14"
"35694"	816025220	246739	5	"2001/06/13"
"202033"	767419	312846	5	"2002/02/14"
"221383"	773503	398175	2	"2001/10/30"
"89942"	734844	361404	3	"2001/01/21"
"209174"	769159	270717	4	"2001/02/23"
"279871"	802549	240913	5	"2003/05/10"
"95070"	737729	700005	4	"2001/02/17"
"257909"	790283	299917	5	"2001/08/05"
