V1	V2	V3	V6
345804420	380658	5	2001/03/15
761434	218579	4	2002/02/18
771385	293732	5	2001/03/09
768205	285907	5	2002/02/14
2064289412	204204	5	2001/01/18
996445828	290844	4	2001/03/19
3740962436	323666	5	2001/11/15
778979	3135213444	5	2001/01/31
733670	309973	5	2001/02/06
3161689732	361989	5	2001/04/10
1065717380	350765	5	2001/02/07
725680	393634	4	2001/08/23
728400	259441	5	2001/02/21
738890	204239	5	2001/04/20
739162	295607	5	2001/03/07
774452	528914	3	2001/02/07
772803	210284	4	2001/03/09
797871748	237120	5	2001/05/11
2141949572	434383	3	2001/08/30
3213594244	342772	5	2001/04/10
3965161092	240913	4	2001/03/16
750453	210284	5	2001/03/07
754946	490005	5	2001/06/20
926191236	210362	5	2001/06/21
755175	416562	5	2001/06/20
2111344260	285020	5	2001/08/30
727267	281395	5	2003/05/15
3663040132	202911	4	2001/04/20
3847851652	437448	4	2001/09/07
1090424452	204780	5	2001/01/19
1570213508	203962	5	2001/09/28
747138	242696	3	2001/04/19
767494	403245	5	2002/02/14
757794	282870	2	2001/03/16
3450506884	333720	5	2001/08/28
830836356	495905	5	2001/05/17
736996	468283	5	2001/01/26
767725	408214	5	2002/02/14
752203	504054	5	2001/01/24
3374812804	586941	5	2001/03/07
477597316	394804	5	2001/03/27
2144898692	372171	5	2001/08/30
1632079492	266873	5	2001/10/30
739586	427320	5	2001/03/07
3222376068	553461	5	2001/04/10
3983576708	303530	5	2001/03/16
2589691524	265056	5	2001/05/08
1929023108	293646	5	2001/02/17
2545782404	1558351748	5	2001/05/08
780188	205639	4	2001/02/04
728746	372200	5	2002/02/16
2812972676	336990	5	2001/02/11
2488372868	210284	4	2001/05/08
2103283332	233068	5	2001/01/24
727525	345803	5	2003/05/15
727549	398175	4	2003/05/15
3842805380	385423	5	2001/09/07
3584659076	426066	4	2001/11/28
768527	208103	5	2002/02/14
1039896196	204441	5	2001/05/20
770520	262121	5	2001/02/23
776152	428374	5	2002/07/31
722445	380658	5	2001/07/11
780595	281287	5	2001/02/04
2115473028	346537	5	2001/08/30
764060	303318	4	2001/08/04
733830	204204	5	2001/06/10
723710	261449	5	2002/01/13
768469	402326	5	2002/02/14
762078	203900	5	2001/09/28
720876	277655	5	2001/04/10
1157926532	1532923780	5	2001/02/09
780066	203120	5	2001/02/04
2650902148	453486	5	2001/02/11
757241	262919	5	2002/04/10
760082	440757	5	2003/06/02
777088	353235	5	2001/01/31
780936	450027	5	2001/02/04
294817412	310409	5	2001/04/10
738088	270572	5	2001/04/20
1226870404	237911	4	2001/03/16
733106	405665	3	2001/03/23
3398667908	360888	5	2001/03/07
1008766596	222557	5	2001/03/19
732648	200338	5	2001/03/23
750239	575139	5	2001/08/20
772112	245500	5	2001/03/09
737550	1505005444	5	2001/02/17
3923676804	200338	5	2001/09/07
742360	279680	4	2001/07/13
1542491780	465597	5	2001/03/23
1493470852	441052	5	2001/09/28
746891	368762	5	2001/04/19
756162	327612	5	2001/09/07
3925446276	255170	5	2001/09/07
767551	520939	5	2002/02/14
1049595524	301950	5	2001/02/07
721102	426935	3	2001/03/15
472551044	203270	4	2001/05/18
737588	250895	3	2001/02/17
727062	277548	4	2003/05/15
750274	368762	5	2001/08/20
742610	301950	5	2001/07/13
776164	464742	5	2002/07/31
2785382020	202559	3	2001/02/11
749984	430023	4	2001/08/20
2195361412	243427	5	2002/12/24
770764	286650	5	2001/08/22
3806695044	426066	5	2001/06/20
766123	407774	5	2001/10/20
753072	260558	5	2001/06/20
2113900164	221652	5	2001/08/30
2008059524	405468	5	2001/01/18
765982	361404	5	2001/10/20
4043017860	344011	5	2001/08/04
1093766788	200762	4	2001/01/19
758388	261351	5	2003/06/02
750239	589182	5	2001/08/20
744398	250580	5	2001/05/13
729126	288006	4	2001/08/16
1343655556	345500	4	2001/03/27
767635	408307	5	2002/02/14
764408	432043	5	2003/01/03
919047812	210284	3	2001/06/21
1904381572	1568706436	5	2001/02/17
2263256708	276559	5	2001/09/12
2155122308	331245	5	2001/08/30
753003	262583	5	2001/06/20
2744684164	253291	5	2001/02/11
768985	265981	5	2001/02/23
777115	501401	5	2001/01/31
722540	222557	5	2001/07/11
763619	2799275908	5	2001/08/04
730912	290844	5	2001/09/06
1717800580	351084	5	2001/05/05
751939	227427	5	2001/03/07
773114	413542	5	2001/04/23
762666	2722402180	5	2001/09/28
2251001476	213600	5	2001/09/12
778675	344986	5	2001/01/31
513183364	200299	4	2001/05/22
733495	355314	5	2001/02/06
779785	508055	5	2001/02/04
735074	519669	5	2001/06/16
772183	241374	4	2001/03/09
3206123140	241223	5	2001/04/10
778880	243427	5	2001/01/31
757444	314690	4	2001/03/16
2194247300	286633	5	2002/12/24
1463324292	200522	5	2001/01/26
3321794180	210789	4	2001/04/16
725084	256303	4	2002/07/13
775072	208283	5	2001/02/07
3143470724	322117	4	2001/04/10
741398	210495	5	2001/07/13
769189	213810	5	2001/02/23
771913	289879	5	2001/03/09
2914553476	210284	4	2002/03/10
2496040580	270717	5	2001/05/08
763000	552974	5	2001/08/04
307531396	338096	4	2001/04/10
752379	295723	5	2001/06/20
777265	263196	5	2001/01/31
765487	458718	5	2001/04/17
761583	293976	5	2002/02/18
751435	221034	3	2001/03/07
1149079172	200722	5	2001/02/09
277974660	383172	5	2001/10/27
753378	458367	5	2001/06/20
771973	247809	5	2001/03/09
1424002692	351641	5	2003/05/26
773749	447127	5	2001/10/30
776108	291843	5	2002/07/31
737664	359564	5	2001/02/17
2649722500	301949	5	2001/02/11
3080425092	233854	5	2001/03/28
767930	257170	5	2002/02/14
757028	210495	5	2002/04/10
720286	261079	5	2001/08/08
3818163844	210284	4	2001/09/07
774710	558451	5	2001/02/07
742392	200338	5	2001/07/13
429559428	262760	5	2001/05/18
1470992004	242398	5	2001/01/26
781432	477743	5	2001/02/04
765038	323045	5	2003/01/03
767434	401711	5	2002/02/14
1075613316	268021	5	2001/02/07
756447	437448	3	2001/09/07
771070	562458	5	2001/03/09
3923480196	249399	5	2001/09/07
1159827076	213141	5	2001/02/09
1100189316	573408	5	2001/08/16
769284	526567	5	2001/02/23
1686933124	437448	5	2001/05/05
3704786564	269964	5	2001/11/15
727267	232969	5	2003/05/15
770420	257170	5	2001/02/23
778086	538275	5	2001/01/31
833982084	247034	4	2003/04/28
729733	307547	5	2001/08/16
721389	345803	5	2001/03/15
346721924	292206	4	2001/03/15
4033646212	530929	5	2003/06/02
762543	241578	5	2001/09/28
770607	326082	4	2001/08/22
2244447876	210284	2	2001/09/12
719922	265981	3	2002/02/17
771917	218176	5	2001/03/09
773325	202028	5	2001/04/23
762030	205639	5	2001/09/28
726682	210284	2	2003/05/15
935169668	256565	5	2001/06/21
720391	208370	5	2001/01/21
738354	483668	5	2001/04/20
3136654980	430379	5	2001/01/18
754499	368762	4	2001/06/20
2300219012	259745	5	2001/09/12
1440517764	304925	5	2002/07/31
676105860	396144	5	2001/08/23
1027116676	295732	5	2001/03/19
3684273796	212893	2	2001/09/06
3123285636	253291	5	2001/01/18
750211	296058	5	2001/08/20
737493	1720618884	5	2001/02/17
2104200836	236616	3	2001/01/24
777417	262195	5	2001/01/31
1994886788	1604161412	5	2001/01/18
762656	376308	4	2001/09/28
768537	450333	5	2002/02/14
762338	302584	5	2001/09/28
771150	395340	5	2001/03/09
2471333508	530629	5	2001/05/08
1587842692	562458	5	2001/09/28
3788672644	332713	5	2001/06/20
756620	200762	4	2001/10/31
768903	442254	5	2002/02/14
728002	295491	5	2001/06/21
754632	389714	4	2001/06/20
1636011652	252420	5	2001/10/30
780042	335808	5	2001/02/04
727560	234953	5	2003/05/15
756948	257572	5	2001/07/18
2004061828	221898	5	2001/01/18
3171192452	225095	5	2001/04/10
871009924	288418	5	2001/04/14
739298	376544	5	2001/03/07
643337860	426286	5	2001/11/29
721343	262981	5	2001/03/15
765720	278848	5	2001/10/20
779023	304925	5	2001/01/31
771533	363527	5	2001/03/09
775145	323727	5	2001/02/07
764619	326344	3	2003/01/03
764531	269964	4	2003/01/03
830836356	257650	5	2001/03/16
759541	3221917572	5	2003/06/02
771145	338145	5	2001/03/09
2161675908	302444	5	2001/08/30
483626628	279008	5	2001/03/27
1160416900	234958	5	2001/02/09
1107857028	459313028	5	2001/01/23
1691979396	210284	5	2001/05/05
789810820	272378	5	2001/05/11
744868	363527	5	2001/05/13
768034	243014	5	2002/02/14
748761	719342	5	2001/04/10
4044721796	505798	5	2003/01/03
731141	298974	5	2001/09/06
3621621380	212893	3	2001/11/28
739146	415509	5	2001/03/07
1636208260	322117	4	2001/10/30
3282275972	210284	5	2001/01/22
722329	443503	5	2001/07/11
745703	245500	4	2001/05/13
745453	236436	5	2001/05/13
767575	281871	5	2002/02/14
780754	508983	4	2001/02/04
2103217796	379808	4	2001/01/24
765613	225095	4	2001/10/20
2893581956	423487	5	2002/03/10
2091093636	719342	5	2001/10/28
3149237892	256334	5	2001/04/10
725162	290881	5	2002/07/13
731056	260676	5	2001/09/06
735769	296904	5	2001/01/26
2047184516	246616	5	2001/01/18
733824	326177	4	2001/06/10
778766	224638	5	2001/01/31
766975	228845	5	2002/02/14
1041141380	242696	5	2001/05/20
768115	210284	5	2002/02/14
741900	269785	4	2001/07/13
1132498564	302584	5	2001/01/25
3149237892	281871	5	2001/04/10
721097	210705	4	2001/03/15
732694	321852	5	2001/03/23
776506	345500	5	2001/01/31
767486	534779	5	2002/02/14
2457112196	409732	5	2001/07/13
1649118852	549256	5	2001/10/30
4069232260	347387	4	2001/01/31
746036	368762	5	2001/04/19
770079	2759888772	4	2001/02/23
4030697092	2806812548	5	2003/06/02
738183	657166	5	2001/04/20
3101200004	406399	5	2001/03/28
1259114116	222081	5	2001/02/21
789810820	201583	5	2001/05/11
734185	345610	5	2001/09/28
728646	243284	5	2002/02/16
1475579524	302444	5	2001/01/26
771917	292661	5	2001/03/09
3925446276	281943	5	2001/09/07
762125	260558	5	2001/09/28
3097398916	276559	5	2001/03/28
1546030724	210284	5	2001/03/23
721289	252936	5	2001/03/15
767075	231460	5	2002/02/14
1460178564	372200	5	2001/10/15
761306	346537	5	2002/02/18
771139	265981	4	2001/03/09
3979841156	238091	5	2001/03/16
768219	269743	5	2002/02/14
760997	201180	5	2003/06/02
1362071172	366977	5	2001/03/27
756620	222351	4	2001/10/31
780062	335933	4	2001/02/04
1141804676	270717	5	2001/08/16
1491439236	222557	5	2001/09/28
539266692	262893	5	2001/09/18
724570	260558	5	2001/11/29
749544	218579	5	2002/05/11
2889322116	350765	5	2002/03/10
719818372	573131	3	2001/08/23
1763937924	348091	5	2001/07/31
752867	380461	5	2001/06/20
770947	303318	5	2001/03/09
726547	222557	5	2003/05/15
767505	437158	5	2002/02/14
708808324	210284	4	2001/08/23
749074	213509	5	2001/08/22
2216332932	200522	5	2001/09/12
769849	462839	5	2001/02/23
774452	355044	4	2001/02/07
771334	300364	5	2001/03/09
776043	512806	5	2002/07/31
748775	282870	5	2001/04/10
726618	204204	4	2003/05/15
742308	282870	5	2001/07/13
674467460	366832	3	2001/08/23
738320	497285	4	2001/04/20
767566	692436	5	2002/02/14
748167	531696	5	2001/06/06
3851914884	385423	5	2001/09/07
742516	221034	5	2001/07/13
762353	224115	5	2001/09/28
3731590788	335034	5	2001/11/15
734140	311641	5	2001/09/28
755007	527903	5	2001/06/20
731158	294369	5	2001/09/06
3133443716	346054	5	2001/01/18
1784581764	222351	5	2001/07/31
1205571204	290046	5	2001/02/09
767568	373935	4	2002/02/14
2018020996	399055	5	2001/01/18
752764	386644	5	2001/06/20
345804420	345803	5	2001/03/15
3059256964	2450755460	5	2001/03/13
4033646212	539096	5	2003/06/02
3169816196	367823	5	2001/04/10
2103217796	218351	3	2001/01/24
3783757444	309973	5	2001/11/15
756620	231441	4	2001/02/28
770832	204418	5	2001/03/09
762865	211801	5	2001/09/28
745287	206991	5	2001/05/13
764323	390486	4	2001/06/21
827690628	259333	3	2001/06/13
740461	260990	5	2001/07/13
768695	432043	4	2002/02/14
729729	206843	5	2001/08/16
4032794244	447660	5	2003/06/02
1108577924	485024	4	2001/01/23
3526921860	244271	5	2001/03/29
2104200836	544102	2	2001/01/24
1587842692	408020	5	2001/09/28
779818	237414	4	2001/02/04
414617220	201975	5	2001/05/18
732694	336990	5	2001/03/23
756208	204418	5	2001/09/07
1064799876	301949	5	2001/02/07
1143508612	208103	5	2001/08/16
315330180	531141	4	2001/04/10
749666	202707	5	2001/06/23
763022	298157	5	2001/08/04
2130087556	242696	5	2001/08/30
2849083012	300364	5	2002/03/10
764227	338015	5	2001/08/04
740679	264873	5	2001/07/13
1499434628	200595	5	2001/05/07
774603	253067	5	2001/02/07
757079	262195	5	2002/04/10
737063	285907	5	2001/01/26
2464255620	270206	5	2001/07/13
778675	527219	5	2001/01/31
3143470724	268021	5	2001/04/10
3895824004	242673	5	2001/09/07
774480	262868	5	2001/02/07
2478542468	255623	5	2001/05/08
772432	209220	5	2001/03/09
3505426052	206837	5	2001/03/29
730003	480215	5	2001/08/16
3677916804	293646	5	2001/09/06
781736	206678	4	2001/02/04
762656	380175	5	2001/09/28
767128	202525	5	2002/02/14
727321	262919	5	2003/05/15
3072167556	257343	5	2001/03/13
778478	315231	5	2001/01/31
724501	335034	5	2001/06/29
3720580740	242264	4	2001/11/15
725368	301396	2	2001/08/23
774039	531696	5	2001/10/30
720067	288445	5	2002/02/17
756948	268021	5	2001/07/18
271093380	228605	5	2001/03/29
4048260740	368792	5	2001/10/06
766587	407724	5	2001/10/06
777559	379438	5	2001/01/31
2141490820	279109	5	2001/08/30
868060804	267632	5	2001/04/14
726942	363527	3	2003/05/15
4030500484	239925	5	2003/06/02
2802093700	2145292164	5	2001/02/11
770909	465597	5	2001/03/09
773371	562458	5	2001/10/30
765804	338362	5	2001/10/20
760748	307219	4	2003/06/02
3297939076	574411	5	2001/01/22
774190	305841	5	2001/02/07
1006538372	353636	5	2001/03/19
780250	373517	4	2001/02/04
2046594692	346777	5	2001/01/18
765731	299917	4	2001/10/20
769198	351084	3	2001/02/23
3123285636	302444	5	2001/01/18
767285	298184	5	2002/02/14
730122	349043	5	2001/09/06
767277	369904	4	2002/02/14
736590	263801	5	2001/01/26
2301005444	527903	5	2001/09/12
2139131524	435967	5	2001/08/30
739328	492685	4	2001/03/07
744273	398175	3	2001/05/13
778303	215807	4	2001/01/31
773898	394148	5	2001/10/30
759654	274165	5	2003/06/02
2141490820	332261	5	2001/08/30
768670	206437	5	2002/02/14
1985121924	322117	4	2001/01/18
768402	307413	5	2002/02/14
1840418436	293940	3	2001/07/31
778567	531379	5	2001/01/31
3899297412	372535	5	2001/09/07
1028361860	372535	5	2001/03/19
756480	206437	5	2001/08/23
592088708	1561956228	3	2001/06/29
961187460	354495	2	2001/03/29
761706	496156	5	2002/02/18
740975	289031	5	2001/07/13
1941933700	1558351748	5	2001/01/18
3141832324	218781	5	2001/01/18
727364	312810	5	2003/05/15
3901525636	320522	5	2001/09/07
1647677060	370291	4	2001/10/30
966626948	309536	5	2002/01/05
765652	480385	5	2001/10/20
3838611076	241578	5	2001/09/07
758263	243192	5	2001/02/05
2173996676	237489	5	2002/12/24
2310114948	210284	4	2001/09/12
1707642500	241578	5	2001/05/05
759200	537229	4	2003/06/02
731706	345610	5	2001/09/06
735078	200338	5	2001/06/16
758337	221034	5	2002/06/29
3553463940	526567	3	2001/03/29
778612	537248	5	2001/01/31
728449	402326	3	2001/02/21
1542295172	266633	5	2002/03/10
3169816196	218579	5	2001/04/10
2763624068	437448	5	2001/02/11
781736	342772	5	2001/02/04
268275332	204780	5	2001/03/29
1389006468	252302	5	2001/03/29
734782	301080	5	2001/01/21
720067	233969	5	2002/02/17
803507844	260676	5	2001/05/11
380669572	232849	5	2001/03/15
1741917828	1036685188	5	2001/04/18
768125	261007	5	2002/02/14
758423	461876	5	2003/06/02
764301	334400	5	2001/04/28
742039	352383	3	2001/07/13
779800	558451	5	2001/02/04
778357	324557	2	2001/01/31
765385	673039	2	2001/04/17
776278	208923	5	2002/07/31
757795	216482	5	2001/03/16
782732932	370724	5	2001/05/11
693079684	576742	4	2001/08/23
749770	215866	4	2001/06/23
768554	488287	3	2002/02/14
488607364	268021	5	2001/05/22
3137703556	530681	5	2001/01/18
729625	270717	5	2001/08/16
765010	210185	5	2003/01/03
770832	346537	5	2001/03/09
727482	256565	5	2003/05/15
3627912836	1337429892	5	2001/11/28
767089	217293	5	2002/02/14
740094	269216	5	2001/07/13
774999	518569	4	2001/02/07
734339	362623	5	2001/09/28
731689	327960	5	2001/09/06
767051	219587	5	2002/02/14
750181	238311	5	2001/08/20
930909828	315530	5	2001/06/21
2234355332	300921	5	2001/09/12
756981	330927	5	2001/07/18
752089	210284	5	2001/01/24
765731	315231	5	2001/10/20
338202244	415509	5	2001/03/15
2707984004	240913	5	2001/05/13
765650	332538	5	2001/10/20
766674	356623	4	2001/10/06
734037	238311	5	2003/05/06
3948121732	299861	5	2002/04/10
2302840452	224115	5	2001/09/12
1882885764	204418	4	2001/02/17
3859385988	313693	5	2001/09/07
734844	361404	3	2001/01/21
3034418820	2624622468	5	2001/06/06
740463	294947	5	2001/07/13
729424	267632	5	2001/08/16
3878588036	209077	5	2001/09/07
747618	366370	5	2001/04/19
3275394692	210284	4	2001/01/22
327650948	224270	4	2001/10/29
303926916	302584	4	2001/04/10
724996	552795	4	2002/07/13
766969	205639	5	2002/02/14
181571204	210765	5	2001/03/29
769054	266564	5	2001/02/23
727525	306566	5	2003/05/15
2025492100	210284	5	2001/01/18
748239	295723	5	2001/06/06
1200131716	202416	5	2001/02/09
512134788	321708	5	2001/05/22
763842	240913	5	2001/08/04
243371652	365973	5	2001/03/29
3989474948	286861	5	2001/03/16
721826	203783	5	2001/03/15
3081080452	380461	5	2001/03/28
761717	349174	5	2002/02/18
3075706500	437448	5	2001/03/28
747687	286617	5	2001/04/19
750351	323185	5	2001/08/20
734221	324994	5	2001/09/28
723624	261079	5	2001/09/18
1675333252	353064	5	2001/05/05
762078	324994	5	2001/09/28
278761092	263022	5	2001/10/27
722119	375750	4	2001/05/22
725149	243659	5	2002/07/13
742736	254162	4	2001/07/13
760076	512047	5	2003/06/02
3913387652	401711	5	2001/09/07
778121	450704	5	2001/01/31
1877249668	201975	5	2001/01/21
755227	301949	4	2001/06/20
2969800324	326177	2	2002/03/10
446795396	643057	5	2001/05/18
1008766596	538598	5	2001/03/19
756149	210412	5	2001/09/07
2188873348	333720	5	2002/12/24
1743883908	222591	5	2001/04/18
780457	262981	5	2001/02/04
770439	267632	5	2001/02/23
776328	324994	4	2002/07/31
1001885316	485024	5	2001/03/19
742810	376544	5	2001/07/13
3422719620	461831	4	2001/03/07
758033	203696	5	2001/03/16
2078248580	281871	4	2001/10/28
781878	323881	5	2001/02/04
726480	457781	4	2003/05/15
729733	240929	5	2001/08/16
3471609476	211554	5	2001/03/29
500731524	367837	3	2001/05/22
729150	296561	5	2001/08/16
753006	294260	5	2001/06/20
710905476	222705	5	2001/08/23
3575811716	392860	5	2001/11/28
2273480324	239718	5	2001/09/12
2413530756	255181	4	2001/04/20
777175	224644	5	2001/01/31
896306820	346777	3	2001/04/04
720793	261183	5	2001/04/10
755175	200595	5	2001/06/20
737664	321708	5	2001/02/17
768034	312000	5	2002/02/14
780196	353235	5	2001/02/04
778990	252420	5	2001/01/31
2039123588	426286	5	2001/01/18
779448	667808	5	2001/01/31
271093380	225095	5	2001/03/29
757071	480385	5	2002/04/10
742306	449593	5	2001/07/13
733830	231340	5	2001/06/10
1075613316	302375	5	2001/02/07
1529974404	282012	5	2002/03/10
778823	282870	4	2001/01/31
776097	243081	5	2002/07/31
722091	443503	3	2001/05/22
2082377348	241597	5	2001/10/28
1711443588	204358	5	2001/05/05
353537668	246386	5	2001/03/15
360484484	217293	5	2001/03/15
720286	210362	4	2001/08/08
1831046788	256303	5	2001/07/31
3964898948	241729	5	2002/04/10
634752644	301396	5	2001/11/29
768925	586941	3	2001/02/23
777342	374671	5	2001/01/31
3121909380	407665	5	2001/01/18
726832	480215	5	2003/05/15
771262	225095	5	2001/03/09
1373867652	200762	5	2001/03/27
730189	350877	2	2001/09/06
731267	450333	4	2001/09/06
2926218884	203270	4	2002/03/10
758140	202776	5	2001/03/16
724895	266406	4	2001/02/22
738123	533229	5	2001/04/20
737245	252302	5	2001/01/26
2689371780	464492	3	2001/05/13
2302905988	452353	5	2001/09/12
749161	233969	5	2001/08/22
930909828	302375	5	2001/06/21
755061	252174	5	2001/06/20
772127	261632	4	2001/03/09
3806695044	277629	5	2001/06/20
774039	346777	5	2001/10/30
768035	243427	5	2002/02/14
774190	349174	5	2001/02/07
765449	291535	5	2001/04/17
749130	480215	5	2001/08/22
737926	302444	5	2001/04/20
926649988	294716	5	2001/06/21
758388	268468	5	2003/06/02
3564080772	241496	4	2001/03/29
335580804	262760	4	2001/03/15
3440414340	202911	2	2001/08/28
613125764	216692	5	2001/06/29
726967	267748	5	2003/05/15
757725	327612	5	2001/03/16
413699716	367823	4	2001/05/18
1607044740	370724	5	2001/09/28
767896	223652	5	2002/02/14
1159302788	262919	4	2001/02/09
856067716	204441	4	2003/04/28
2903477892	210284	5	2002/03/10
856526468	210362	5	2003/04/28
726967	461876	5	2003/05/15
744675	266633	5	2001/05/13
769451	534929	5	2001/02/23
768911	322117	5	2002/02/14
2351664772	496579	5	2001/04/20
258444932	201975	5	2001/03/29
